timestamp,lat,lon,alt,gspeed,vspeed,track,squawk,callsign,source,distance_from_gimpo,flight,hexid
2025-05-02T04:14:48Z,37.56847,126.80096,0,8,0,67,4340,APJ732,ADSB,0.22,MM732,84B473
2025-05-02T04:14:49Z,37.55366,126.80271,0,13,0,135,0,TWB715,ADSB,1.44,TW715,71C070
2025-05-02T04:14:49Z,37.55911,126.79945,0,0,0,75,0,JJA121,ADSB,0.83,7C121,71C050
2025-05-02T04:14:54Z,37.56863,126.80118,0,8,0,47,4340,APJ732,ADSB,0.24,MM732,84B473
2025-05-02T04:15:02Z,37.56891,126.80138,0,9,0,22,4340,APJ732,ADSB,0.28,MM732,84B473
2025-05-02T04:15:07Z,37.56915,126.80135,0,10,0,351,4340,APJ732,ADSB,0.3,MM732,84B473
2025-05-02T04:15:14Z,37.55309,126.80342,0,0,0,135,0,TWB715,ADSB,1.51,TW715,71C070
2025-05-02T04:15:15Z,37.56943,126.80104,0,10,0,315,4340,APJ732,ADSB,0.33,MM732,84B473
2025-05-02T04:15:23Z,37.55204,126.80473,0,0,0,135,0,TWB715,ADSB,1.65,TW715,71C070
2025-05-02T04:15:24Z,37.56975,126.80063,0,11,0,315,4340,APJ732,ADSB,0.36,MM732,84B473
2025-05-02T04:15:30Z,37.55154,126.80537,0,18,0,135,0,TWB715,ADSB,1.72,TW715,71C070
2025-05-02T04:15:34Z,37.56773,126.80201,0,0,0,135,0,CSN318,ADSB,0.19,CZ318,78036F
2025-05-02T04:15:44Z,37.55072,126.8064,0,0,0,135,0,TWB715,ADSB,1.83,TW715,71C070
2025-05-02T04:15:46Z,37.5698,126.79964,0,0,0,230,4340,APJ732,ADSB,0.37,MM732,84B473
2025-05-02T04:15:51Z,37.5503,126.80692,0,17,0,135,0,TWB715,ADSB,1.89,TW715,71C070
2025-05-02T04:15:52Z,37.56961,126.79944,0,8,0,225,4340,APJ732,ADSB,0.36,MM732,84B473
2025-05-02T04:16:07Z,37.56919,126.7989,0,0,0,225,4340,APJ732,ADSB,0.33,MM732,84B473
2025-05-02T04:16:08Z,37.55067,126.80645,0,0,0,137,0,TWB715,ADSB,1.84,TW715,71C070
2025-05-02T04:16:15Z,37.56896,126.7986,0,10,0,225,4340,APJ732,ADSB,0.32,MM732,84B473
2025-05-02T04:16:15Z,37.54905,126.80818,0,0,0,174,0,TWB715,ADSB,2.06,TW715,71C070
2025-05-02T04:16:20Z,37.54882,126.80808,0,11,0,205,0,TWB715,ADSB,2.08,TW715,71C070
2025-05-02T04:16:22Z,37.56864,126.79821,0,11,0,225,4340,APJ732,ADSB,0.31,MM732,84B473
2025-05-02T04:16:28Z,37.54849,126.80769,0,12,0,225,0,TWB715,ADSB,2.1,TW715,71C070
2025-05-02T04:16:29Z,37.56837,126.79786,0,12,0,225,4340,APJ732,ADSB,0.31,MM732,84B473
2025-05-02T04:16:33Z,37.54831,126.80746,0,12,0,225,0,TWB715,ADSB,2.11,TW715,71C070
2025-05-02T04:16:36Z,37.56809,126.79752,0,11,0,225,4340,APJ732,ADSB,0.32,MM732,84B473
2025-05-02T04:16:39Z,37.5481,126.80721,0,10,0,225,0,TWB715,ADSB,2.13,TW715,71C070
2025-05-02T04:16:44Z,37.56783,126.7972,0,10,0,225,4340,APJ732,ADSB,0.33,MM732,84B473
2025-05-02T04:16:44Z,37.56791,126.8018,0,2,0,135,0,CSN318,ADSB,0.19,CZ318,78036F
2025-05-02T04:16:47Z,37.54801,126.8069,0,7,0,261,0,TWB715,ADSB,2.13,TW715,71C070
2025-05-02T04:16:51Z,37.56765,126.79695,0,8,0,225,4340,APJ732,ADSB,0.34,MM732,84B473
2025-05-02T04:16:54Z,37.5481,126.80669,0,5,0,300,0,TWB715,ADSB,2.12,TW715,71C070
2025-05-02T04:16:58Z,37.56746,126.79675,0,8,0,219,4340,APJ732,ADSB,0.35,MM732,84B473
2025-05-02T04:17:04Z,37.56725,126.79669,0,9,0,194,4340,APJ732,ADSB,0.35,MM732,84B473
2025-05-02T04:17:04Z,37.55867,126.80002,0,12,0,135,0,JJA121,ADSB,0.87,7C121,71C050
2025-05-02T04:17:07Z,37.56808,126.80157,0,2,0,137,4145,CSN318,ADSB,0.2,CZ318,78036F
2025-05-02T04:17:10Z,37.56702,126.79679,0,9,0,157,4340,APJ732,ADSB,0.33,MM732,84B473
2025-05-02T04:17:12Z,37.55834,126.80043,0,12,0,135,0,JJA121,ADSB,0.91,7C121,71C050
2025-05-02T04:17:15Z,37.56684,126.79702,0,10,0,137,4340,APJ732,ADSB,0.31,MM732,84B473
2025-05-02T04:17:21Z,37.56664,126.79727,0,10,0,135,4340,APJ732,ADSB,0.29,MM732,84B473
2025-05-02T04:17:24Z,37.55783,126.80107,0,13,0,135,0,JJA121,ADSB,0.97,7C121,71C050
2025-05-02T04:17:26Z,37.56648,126.79749,0,10,0,135,4340,APJ732,ADSB,0.27,MM732,84B473
2025-05-02T04:17:27Z,37.56824,126.80134,0,3,0,163,4145,CSN318,ADSB,0.21,CZ318,78036F
2025-05-02T04:17:32Z,37.5575,126.80148,0,13,0,135,0,JJA121,ADSB,1.0,7C121,71C050
2025-05-02T04:17:34Z,37.56619,126.79773,0,11,0,151,4340,APJ732,ADSB,0.25,MM732,84B473
2025-05-02T04:17:39Z,37.56596,126.79774,0,10,0,180,4340,APJ732,ADSB,0.25,MM732,84B473
2025-05-02T04:17:44Z,37.56576,126.79757,0,10,0,213,4340,APJ732,ADSB,0.27,MM732,84B473
2025-05-02T04:17:47Z,37.55689,126.80228,0,13,0,135,0,JJA121,ADSB,1.08,7C121,71C050
2025-05-02T04:17:49Z,37.56849,126.80125,0,3,0,194,4145,CSN318,ADSB,0.23,CZ318,78036F
2025-05-02T04:17:50Z,37.56557,126.79733,0,10,0,225,4340,APJ732,ADSB,0.3,MM732,84B473
2025-05-02T04:17:53Z,37.54829,126.80648,0,6,0,315,0,TWB715,ADSB,2.09,TW715,71C070
2025-05-02T04:17:55Z,37.55655,126.80271,0,13,0,135,0,JJA121,ADSB,1.12,7C121,71C050
2025-05-02T04:17:56Z,37.56533,126.79701,0,11,0,225,4340,APJ732,ADSB,0.33,MM732,84B473
2025-05-02T04:17:59Z,37.54864,126.80604,0,27,0,315,0,TWB715,ADSB,2.05,TW715,71C070
2025-05-02T04:18:01Z,37.56516,126.7968,0,12,0,225,4340,APJ732,ADSB,0.36,MM732,84B473
2025-05-02T04:18:02Z,37.55623,126.80308,0,11,0,140,0,JJA121,ADSB,1.16,7C121,71C050
2025-05-02T04:18:06Z,37.56492,126.7965,0,13,0,225,4340,APJ732,ADSB,0.39,MM732,84B473
2025-05-02T04:18:06Z,37.54988,126.80448,0,61,0,315,0,TWB715,ADSB,1.88,TW715,71C070
2025-05-02T04:18:07Z,37.55602,126.80315,0,10,0,171,0,JJA121,ADSB,1.19,7C121,71C050
2025-05-02T04:18:11Z,37.56874,126.80136,0,0,0,180,4145,CSN318,ADSB,0.26,CZ318,78036F
2025-05-02T04:18:13Z,37.5558,126.80303,0,10,0,208,0,JJA121,ADSB,1.21,7C121,71C050
2025-05-02T04:18:14Z,37.56461,126.79612,0,13,0,225,4340,APJ732,ADSB,0.44,MM732,84B473
2025-05-02T04:18:14Z,37.55201,126.80181,0,96,64,315,0,TWB715,ADSB,1.62,TW715,71C070
2025-05-02T04:18:18Z,37.55562,126.80283,0,10,0,225,0,JJA121,ADSB,1.23,7C121,71C050
2025-05-02T04:18:21Z,37.56426,126.7957,0,14,0,225,4340,APJ732,ADSB,0.49,MM732,84B473
2025-05-02T04:18:22Z,37.55516,126.79789,100,115,64,315,0,TWB715,ADSB,1.28,TW715,71C070
2025-05-02T04:18:24Z,37.55547,126.80262,0,11,0,225,0,JJA121,ADSB,1.24,7C121,71C050
2025-05-02T04:18:27Z,37.55525,126.80236,0,13,0,225,0,JJA121,ADSB,1.26,7C121,71C050
2025-05-02T04:18:27Z,37.56894,126.80138,0,3,0,171,4145,CSN318,ADSB,0.28,CZ318,78036F
2025-05-02T04:18:28Z,37.56397,126.79532,0,14,0,225,4340,APJ732,ADSB,0.54,MM732,84B473
2025-05-02T04:18:29Z,37.55827,126.79391,125,149,832,314,0,TWB715,ADSB,1.08,TW715,71C070
2025-05-02T04:18:35Z,37.5637,126.79498,0,12,0,225,4340,APJ732,ADSB,0.58,MM732,84B473
2025-05-02T04:18:36Z,37.55498,126.80201,0,13,0,225,0,JJA121,ADSB,1.29,7C121,71C050
2025-05-02T04:18:38Z,37.56253,126.78861,425,151,3136,316,0,TWB715,ADSB,1.14,TW715,71C070
2025-05-02T04:18:39Z,37.55475,126.80178,0,11,0,213,0,JJA121,ADSB,1.31,7C121,71C050
2025-05-02T04:18:42Z,37.56341,126.79462,0,12,0,225,4340,APJ732,ADSB,0.62,MM732,84B473
2025-05-02T04:18:44Z,37.56598,126.78444,800,149,3008,315,0,TWB715,ADSB,1.42,TW715,71C070
2025-05-02T04:18:45Z,37.55445,126.80177,0,10,0,171,0,JJA121,ADSB,1.34,7C121,71C050
2025-05-02T04:18:45Z,37.56915,126.80136,0,2,0,146,4145,CSN318,ADSB,0.3,CZ318,78036F
2025-05-02T04:18:49Z,37.5631,126.79424,0,12,0,225,4340,APJ732,ADSB,0.67,MM732,84B473
2025-05-02T04:18:50Z,37.55424,126.80195,0,10,0,140,0,JJA121,ADSB,1.37,7C121,71C050
2025-05-02T04:18:53Z,37.56999,126.77924,1150,152,2368,313,0,TWB715,ADSB,1.91,TW715,71C070
2025-05-02T04:18:56Z,37.55404,126.8022,0,12,0,135,0,JJA121,ADSB,1.39,7C121,71C050
2025-05-02T04:18:57Z,37.56281,126.79385,0,12,0,225,4340,APJ732,ADSB,0.72,MM732,84B473
2025-05-02T04:19:02Z,37.57413,126.77369,1525,154,2624,312,0,TWB715,ADSB,2.51,TW715,71C070
2025-05-02T04:19:03Z,37.55373,126.80257,0,15,0,135,0,JJA121,ADSB,1.43,7C121,71C050
2025-05-02T04:19:05Z,37.5625,126.79347,0,12,0,225,4340,APJ732,ADSB,0.76,MM732,84B473
2025-05-02T04:19:08Z,37.57724,126.76939,1825,154,2624,311,0,TWB715,ADSB,2.99,TW715,71C070
2025-05-02T04:19:09Z,37.55339,126.803,0,15,0,135,0,JJA121,ADSB,1.47,7C121,71C050
2025-05-02T04:19:09Z,37.56935,126.80116,0,3,0,135,4145,CSN318,ADSB,0.32,CZ318,78036F
2025-05-02T04:19:11Z,37.56228,126.7932,0,10,0,225,4340,APJ732,ADSB,0.8,MM732,84B473
2025-05-02T04:19:16Z,37.58148,126.76353,2225,150,2880,313,7213,TWB715,ADSB,3.66,TW715,71C070
2025-05-02T04:19:16Z,37.55302,126.80347,0,16,0,135,0,JJA121,ADSB,1.52,7C121,71C050
2025-05-02T04:19:23Z,37.56194,126.79279,0,8,0,219,4340,APJ732,ADSB,0.85,MM732,84B473
2025-05-02T04:19:23Z,37.58455,126.7596,2500,149,2624,313,7213,TWB715,ADSB,4.13,TW715,71C070
2025-05-02T04:19:27Z,37.5524,126.80426,0,0,0,135,0,JJA121,ADSB,1.6,7C121,71C050
2025-05-02T04:19:29Z,37.5617,126.79273,0,8,0,191,4340,APJ732,ADSB,0.87,MM732,84B473
2025-05-02T04:19:32Z,37.58881,126.75382,2850,152,2240,312,7213,TWB715,ADSB,4.8,TW715,71C070
2025-05-02T04:19:35Z,37.55177,126.80506,0,22,0,135,0,JJA121,ADSB,1.69,7C121,71C050
2025-05-02T04:19:40Z,37.59279,126.74839,3175,154,2240,313,7213,TWB715,ADSB,5.44,TW715,71C070
2025-05-02T04:19:41Z,37.56148,126.79287,0,7,0,157,4340,APJ732,ADSB,0.87,MM732,84B473
2025-05-02T04:19:46Z,37.56128,126.7931,0,7,0,137,4340,APJ732,ADSB,0.87,MM732,84B473
2025-05-02T04:19:48Z,37.59671,126.74329,3475,158,2048,313,7213,TWB715,ADSB,6.06,TW715,71C070
2025-05-02T04:19:52Z,37.5611,126.79332,0,9,0,135,4340,APJ732,ADSB,0.87,MM732,84B473
2025-05-02T04:19:53Z,37.55051,126.80662,0,21,0,135,0,JJA121,ADSB,1.86,7C121,71C050
2025-05-02T04:19:55Z,37.60062,126.73798,3675,166,1280,312,7213,TWB715,ADSB,6.69,TW715,71C070
2025-05-02T04:19:59Z,37.56091,126.79356,0,10,0,135,4340,APJ732,ADSB,0.87,MM732,84B473
2025-05-02T04:20:00Z,37.55013,126.80711,0,20,0,135,0,JJA121,ADSB,1.91,7C121,71C050
2025-05-02T04:20:03Z,37.60478,126.73232,3775,182,960,313,7213,TWB715,ADSB,7.36,TW715,71C070
2025-05-02T04:20:09Z,37.56045,126.79415,0,14,0,135,4340,APJ732,ADSB,0.88,MM732,84B473
2025-05-02T04:20:09Z,37.60831,126.72765,3875,192,1280,313,7213,TWB715,ADSB,7.93,TW715,71C070
2025-05-02T04:20:13Z,37.54963,126.80773,0,15,0,135,0,JJA121,ADSB,1.98,7C121,71C050
2025-05-02T04:20:16Z,37.56015,126.79451,0,16,0,135,4340,APJ732,ADSB,0.88,MM732,84B473
2025-05-02T04:20:18Z,37.61398,126.71976,4050,210,1280,309,7213,TWB715,ADSB,8.86,TW715,71C070
2025-05-02T04:20:20Z,37.61518,126.71762,4100,214,1728,304,7213,TWB715,ADSB,9.09,TW715,71C070
2025-05-02T04:20:20Z,37.54914,126.80819,0,11,0,160,0,JJA121,ADSB,2.05,7C121,71C050
2025-05-02T04:20:22Z,37.61626,126.71547,4150,216,1920,302,7213,TWB715,ADSB,9.31,TW715,71C070
2025-05-02T04:20:24Z,37.55966,126.79514,0,18,0,135,4340,APJ732,ADSB,0.9,MM732,84B473
2025-05-02T04:20:24Z,37.61723,126.71315,4225,220,1856,297,7213,TWB715,ADSB,9.54,TW715,71C070
2025-05-02T04:20:26Z,37.61793,126.71124,4275,222,1728,296,7213,TWB715,ADSB,9.72,TW715,71C070
2025-05-02T04:20:26Z,37.5489,126.80814,0,11,0,194,0,JJA121,ADSB,2.07,7C121,71C050
2025-05-02T04:20:28Z,37.61879,126.70848,4350,226,1728,291,7213,TWB715,ADSB,9.98,TW715,71C070
2025-05-02T04:20:29Z,37.5487,126.80796,0,11,0,219,0,JJA121,ADSB,2.09,7C121,71C050
2025-05-02T04:20:30Z,37.61961,126.70538,4400,228,1792,288,7213,TWB715,ADSB,10.25,TW715,71C070
2025-05-02T04:20:32Z,37.55911,126.79583,0,20,0,135,4340,APJ732,ADSB,0.92,MM732,84B473
2025-05-02T04:20:32Z,37.62017,126.70275,4475,232,1728,285,7213,TWB715,ADSB,10.48,TW715,71C070
2025-05-02T04:20:34Z,37.62049,126.70061,4525,236,1728,281,7213,TWB715,ADSB,10.65,TW715,71C070
2025-05-02T04:20:35Z,37.54848,126.80769,0,13,0,225,0,JJA121,ADSB,2.1,7C121,71C050
2025-05-02T04:20:37Z,37.62085,126.69796,4575,240,1600,276,7213,TWB715,ADSB,10.87,TW715,71C070
2025-05-02T04:20:38Z,37.54832,126.80749,0,14,0,225,0,JJA121,ADSB,2.11,7C121,71C050
2025-05-02T04:20:39Z,37.55857,126.7965,0,22,0,135,4340,APJ732,ADSB,0.95,MM732,84B473
2025-05-02T04:20:39Z,37.62112,126.6937,4650,244,1664,273,7213,TWB715,ADSB,11.2,TW715,71C070
2025-05-02T04:20:41Z,37.62114,126.69064,4700,248,1920,270,7213,TWB715,ADSB,11.43,TW715,71C070
2025-05-02T04:20:43Z,37.62103,126.6882,4775,252,2112,265,7213,TWB715,ADSB,11.6,TW715,71C070
2025-05-02T04:20:43Z,37.54811,126.80725,0,13,0,225,0,JJA121,ADSB,2.13,7C121,71C050
2025-05-02T04:20:45Z,37.6208,126.68557,4825,254,2048,262,7213,TWB715,ADSB,11.79,TW715,71C070
2025-05-02T04:20:47Z,37.55796,126.79726,0,24,0,135,4340,APJ732,ADSB,0.99,MM732,84B473
2025-05-02T04:20:47Z,37.62025,126.68177,4925,258,1856,258,7213,TWB715,ADSB,12.05,TW715,71C070
2025-05-02T04:20:48Z,37.54794,126.80703,0,8,0,227,0,JJA121,ADSB,2.14,7C121,71C050
2025-05-02T04:20:49Z,37.61966,126.67885,4975,262,1792,254,7213,TWB715,ADSB,12.24,TW715,71C070
2025-05-02T04:20:51Z,37.61886,126.67583,5050,266,2048,250,7213,TWB715,ADSB,12.43,TW715,71C070
2025-05-02T04:20:53Z,37.61789,126.67278,5125,267,2176,246,7213,TWB715,ADSB,12.62,TW715,71C070
2025-05-02T04:20:54Z,37.55739,126.79797,0,25,0,135,4340,APJ732,ADSB,1.04,MM732,84B473
2025-05-02T04:20:55Z,37.61681,126.6701,5175,270,2368,242,7213,TWB715,ADSB,12.78,TW715,71C070
2025-05-02T04:20:57Z,37.54799,126.80682,0,4,0,295,0,JJA121,ADSB,2.13,7C121,71C050
2025-05-02T04:20:58Z,37.61526,126.66676,5300,273,2816,239,7213,TWB715,ADSB,12.97,TW715,71C070
2025-05-02T04:21:00Z,37.61389,126.66424,5375,274,2944,235,7213,TWB715,ADSB,13.11,TW715,71C070
2025-05-02T04:21:02Z,37.61229,126.66155,5475,276,3328,231,7213,TWB715,ADSB,13.26,TW715,71C070
2025-05-02T04:21:04Z,37.55649,126.79912,0,28,0,135,4340,APJ732,ADSB,1.12,MM732,84B473
2025-05-02T04:21:04Z,37.6102,126.65857,5625,276,3392,230,7213,TWB715,ADSB,13.42,TW715,71C070
2025-05-02T04:21:06Z,37.60844,126.65618,5750,278,3264,227,7213,TWB715,ADSB,13.54,TW715,71C070
2025-05-02T04:21:08Z,37.60667,126.65385,5850,279,3136,226,7213,TWB715,ADSB,13.67,TW715,71C070
2025-05-02T04:21:10Z,37.60476,126.65141,5950,279,3072,225,7213,TWB715,ADSB,13.81,TW715,71C070
2025-05-02T04:21:11Z,37.55586,126.79992,0,23,0,135,4340,APJ732,ADSB,1.18,MM732,84B473
2025-05-02T04:21:12Z,37.60263,126.6487,6075,279,3008,225,7213,TWB715,ADSB,13.97,TW715,71C070
2025-05-02T04:21:14Z,37.60075,126.64627,6175,279,2944,225,7213,TWB715,ADSB,14.11,TW715,71C070
2025-05-02T04:21:17Z,37.59898,126.64394,6275,280,2880,225,7213,TWB715,ADSB,14.26,TW715,71C070
2025-05-02T04:21:18Z,37.55547,126.80039,0,18,0,135,4340,APJ732,ADSB,1.23,MM732,84B473
2025-05-02T04:21:19Z,37.59708,126.64149,6375,280,2816,226,7213,TWB715,ADSB,14.42,TW715,71C070
2025-05-02T04:21:21Z,37.59544,126.63929,6475,280,2752,226,7213,TWB715,ADSB,14.57,TW715,71C070
2025-05-02T04:21:23Z,37.59315,126.63637,6575,282,2816,226,7213,TWB715,ADSB,14.76,TW715,71C070
2025-05-02T04:21:25Z,37.59137,126.63397,6675,282,2880,226,7213,TWB715,ADSB,14.93,TW715,71C070
2025-05-02T04:21:26Z,37.55491,126.80109,0,20,0,135,4340,APJ732,ADSB,1.29,MM732,84B473
2025-05-02T04:21:27Z,37.58944,126.6314,6775,282,3008,226,7213,TWB715,ADSB,15.12,TW715,71C070
2025-05-02T04:21:34Z,37.55439,126.80175,0,21,0,135,4340,APJ732,ADSB,1.35,MM732,84B473
2025-05-02T04:21:34Z,37.54818,126.80661,0,5,0,317,0,JJA121,ADSB,2.11,7C121,71C050
2025-05-02T04:21:41Z,37.57687,126.61456,7625,278,3840,226,7213,TWB715,ADSB,16.43,TW715,71C070
2025-05-02T04:21:41Z,37.54872,126.80594,0,34,0,315,0,JJA121,ADSB,2.03,7C121,71C050
2025-05-02T04:21:42Z,37.55379,126.80251,0,23,0,135,4340,APJ732,ADSB,1.42,MM732,84B473
2025-05-02T04:21:49Z,37.55317,126.80329,0,25,0,135,4340,APJ732,ADSB,1.5,MM732,84B473
2025-05-02T04:21:50Z,37.55044,126.80376,0,74,0,315,0,JJA121,ADSB,1.81,7C121,71C050
2025-05-02T04:21:52Z,37.56714,126.60376,8225,283,3264,215,7213,TWB715,ADSB,17.34,TW715,71C070
2025-05-02T04:21:54Z,37.56449,126.60155,8350,285,3200,213,7213,TWB715,ADSB,17.54,TW715,71C070
2025-05-02T04:21:56Z,37.56235,126.59988,8450,287,3072,211,7213,TWB715,ADSB,17.69,TW715,71C070
2025-05-02T04:21:57Z,37.55254,126.80408,0,26,0,135,4340,APJ732,ADSB,1.58,MM732,84B473
2025-05-02T04:21:57Z,37.55273,126.80093,0,99,64,315,0,JJA121,ADSB,1.53,7C121,71C050
2025-05-02T04:21:58Z,37.5601,126.59827,8550,289,2944,208,7213,TWB715,ADSB,17.84,TW715,71C070
2025-05-02T04:22:00Z,37.55751,126.59666,8650,290,2880,206,7213,TWB715,ADSB,17.99,TW715,71C070
2025-05-02T04:22:02Z,37.55504,126.59528,8750,292,2752,203,7213,TWB715,ADSB,18.13,TW715,71C070
2025-05-02T04:22:03Z,37.55198,126.80478,0,26,0,135,4340,APJ732,ADSB,1.66,MM732,84B473
2025-05-02T04:22:04Z,37.55241,126.594,8825,294,2688,200,7213,TWB715,ADSB,18.27,TW715,71C070
2025-05-02T04:22:06Z,37.54939,126.59277,8950,297,2752,197,7213,TWB715,ADSB,18.41,TW715,71C070
2025-05-02T04:22:06Z,37.55579,126.79704,125,135,192,315,7207,JJA121,ADSB,1.23,7C121,71C050
2025-05-02T04:22:08Z,37.54688,126.5919,9025,299,2752,194,7213,TWB715,ADSB,18.52,TW715,71C070
2025-05-02T04:22:10Z,37.54399,126.59113,9125,301,2688,192,7213,TWB715,ADSB,18.63,TW715,71C070
2025-05-02T04:22:11Z,37.55132,126.80562,0,24,0,135,4340,APJ732,ADSB,1.75,MM732,84B473
2025-05-02T04:22:12Z,37.54103,126.5905,9225,303,2752,189,7213,TWB715,ADSB,18.73,TW715,71C070
2025-05-02T04:22:14Z,37.53831,126.59008,9300,304,2752,187,7213,TWB715,ADSB,18.81,TW715,71C070
2025-05-02T04:22:14Z,37.56913,126.80138,0,7,0,146,4145,CSN318,ADSB,0.3,CZ318,78036F
2025-05-02T04:22:15Z,37.56049,126.79124,225,154,2112,315,7207,JJA121,ADSB,1.05,7C121,71C050
2025-05-02T04:22:17Z,37.5347,126.58961,9425,306,2752,185,7213,TWB715,ADSB,18.92,TW715,71C070
2025-05-02T04:22:19Z,37.53223,126.58932,9500,307,2752,185,7213,TWB715,ADSB,19.0,TW715,71C070
2025-05-02T04:22:21Z,37.52921,126.58903,9600,309,2560,184,7213,TWB715,ADSB,19.1,TW715,71C070
2025-05-02T04:22:21Z,37.56888,126.80138,0,8,0,177,4145,CSN318,ADSB,0.28,CZ318,78036F
2025-05-02T04:22:22Z,37.56426,126.78647,550,152,2688,313,7207,JJA121,ADSB,1.26,7C121,71C050
2025-05-02T04:22:23Z,37.52627,126.58871,9675,310,2304,184,7213,TWB715,ADSB,19.2,TW715,71C070
2025-05-02T04:22:24Z,37.55035,126.80682,0,20,0,135,4340,APJ732,ADSB,1.88,MM732,84B473
2025-05-02T04:22:25Z,37.52311,126.58836,9775,311,2112,185,7213,TWB715,ADSB,19.32,TW715,71C070
2025-05-02T04:22:27Z,37.5204,126.588,9825,312,1856,185,7213,TWB715,ADSB,19.42,TW715,71C070
2025-05-02T04:22:28Z,37.56866,126.80119,0,9,0,210,4145,CSN318,ADSB,0.25,CZ318,78036F
2025-05-02T04:22:29Z,37.51752,126.58764,9875,313,1536,185,7213,TWB715,ADSB,19.54,TW715,71C070
2025-05-02T04:22:29Z,37.56761,126.78199,825,153,2304,313,7207,JJA121,ADSB,1.64,7C121,71C050
2025-05-02T04:22:31Z,37.51445,126.58728,9925,313,1280,185,7213,TWB715,ADSB,19.67,TW715,71C070
2025-05-02T04:22:32Z,37.54988,126.8074,0,18,0,135,4340,APJ732,ADSB,1.95,MM732,84B473
2025-05-02T04:22:33Z,37.51149,126.58693,9975,314,1088,185,7213,TWB715,ADSB,19.8,TW715,71C070
2025-05-02T04:22:35Z,37.50853,126.5865,10000,314,832,185,7213,TWB715,ADSB,19.94,TW715,71C070
2025-05-02T04:22:38Z,37.57203,126.7765,1175,157,2816,316,7207,JJA121,ADSB,2.2,7C121,71C050
2025-05-02T04:22:38Z,37.5684,126.80077,0,8,0,236,4145,CSN318,ADSB,0.21,CZ318,78036F
2025-05-02T04:22:46Z,37.57645,126.77094,1575,156,2816,313,7207,JJA121,ADSB,2.83,7C121,71C050
2025-05-02T04:22:49Z,37.48778,126.58366,10100,334,0,186,7213,TWB715,ADSB,21.03,TW715,71C070
2025-05-02T04:22:50Z,37.5495,126.80789,0,14,0,135,4340,APJ732,ADSB,2.0,MM732,84B473
2025-05-02T04:22:51Z,37.54894,126.80821,0,11,0,180,4340,APJ732,ADSB,2.07,MM732,84B473
2025-05-02T04:22:53Z,37.57962,126.76646,1900,153,2752,311,7207,JJA121,ADSB,3.34,7C121,71C050
